company	Year	FCFF	TotalDebt	Revenues	NetCapExp	EBITDA	TaxRate	NetIncome
ARRIVA PLC	2005	95.947556	-7.32	33.04	-67.4	8.88	0.0745	11.16
ARRIVA PLC	2006	-89.330604	91.98	-140.36	68.7	17.58	-0.0058	-16.64
ARRIVA PLC	2007	-57.669744	27.98	-38.16	-4.4	7.88	0.0235	-0.24
AS ROMA SPA	2003	65.0928806	4.408	-54.59	-9.28	39.024	0.1194	20.9535916
AS ROMA SPA	2004	-49.3771194	4.408	-66.84	6.05	-46.586	0.1194	-20.5404204
AS ROMA SPA	2005	-49.3771194	4.408	37.37	6.05	-46.586	0.1194	-20.5404204
AS ROMA SPA	2006	-10.6171194	4.408	32.64	6.05	-7.826	-0.3411	-14.8363424
AS ROMA SPA	2007	44.2784776	-17.632	51.42	-8.87	61.974	-0.0171	34.9635916
ASML HOLDING NV	2003	136.667266	96.454	-977.174	-52.45	-468.1	0.0056	-367.77976
ASML HOLDING NV	2004	-225.280589	56.724	-54.534	12.3	-28.26	0.0327	-24.36256
ASML HOLDING NV	2005	-257.438559	71.244	-54.534	14.67	-28.48	0.0327	-24.36256
ASML HOLDING NV	2006	330.713786	132.824	9.056	12.04	61.55	-0.0344	51.63744
ASML HOLDING NV	2007	15.338096	-357.246	1077.186	13.44	463.29	-0.0366	364.86744
ASPO OYJ	2003	3.7083064	-2.176	-41.016	-3.598	-6.506	-0.17308	3.752
ASPO OYJ	2004	-29.2198436	7.484	-34.646	19.472	-4.526	0.43652	-8.298
ASPO OYJ	2005	7.5115504	-16.246	4.634	-4.898	7.414	-0.11808	4.462
ASPO OYJ	2006	11.0015884	3.674	25.014	-4.978	2.904	-0.06868	1.312
ASPO OYJ	2007	6.9983984	7.264	46.014	-5.998	0.714	-0.07668	-1.228
ASSA ABLOY AB-B	2003	401.28102	1902.36	-1391.48	162.96	41.4	-0.10548	-155.68
ASSA ABLOY AB-B	2004	-1176.46128	96.16	-2708.38	-161.74	-254.6	0.50622	-1416.58
ASSA ABLOY AB-B	2005	211.53882	-995.84	-1262.38	-221.74	138.4	-0.10228	69.42
ASSA ABLOY AB-B	2006	967.27402	-1926.84	1013.62	118.26	422.4	-0.18228	1182.42
ASSA ABLOY AB-B	2007	-403.63258	924.16	4348.62	102.26	-347.6	-0.11618	320.42
ASTALDI SPA	2003	-32.9735042	-91.192	-164.362	16.188	-9.992	0.03454	-10.458
ASTALDI SPA	2004	2.5369918	-70.682	-71.962	-13.312	0.738	-0.13746	-3.138
ASTALDI SPA	2005	79.8190548	-34.512	-52.652	-53.132	8.478	-0.05936	2.082
ASTALDI SPA	2006	-49.0977252	54.388	118.378	-3.922	4.748	0.04284	6.952
ASTALDI SPA	2007	-0.2848172	141.998	170.598	54.178	-3.972	0.11944	4.562
ASTRAZENECA PLC	2003	-3.30076	190.4	4187.8	517.6	742.8	0.11694	1335
ASTRAZENECA PLC	2004	-3014.09116	-653.6	-13653.2	137.6	-4573.2	-0.17466	-3021
ASTRAZENECA PLC	2005	-3014.09116	-653.6	-13653.2	137.6	-4573.2	-0.17466	-3021
ASTRAZENECA PLC	2006	2506.00004	547.4	10296.8	-379.4	3345.8	0.11674	1685
ASTRAZENECA PLC	2007	3525.48304	569.4	12821.8	-413.4	5057.8	0.11564	3022
ATENOR GROUP	2003	4.7062224	5.064	18.776	-1.996	0.336	0.16152	-4.408
ATENOR GROUP	2004	-24.1437776	13.564	27.936	-0.746	0.116	-0.04038	-2.188
ATENOR GROUP	2005	56.5151104	32.194	40.266	-1.746	8.186	-0.04038	-8.888
ATENOR GROUP	2006	-9.1437776	-17.106	-43.344	1.544	-1.454	-0.04038	6.782
ATENOR GROUP	2007	-27.9337776	-33.716	-43.634	2.944	-7.184	-0.04038	8.702
ATKINS (WS) PLC	2003	-46.778926	-2.62	-96.06	-5.9	-40.46	-0.10258	-46.43848
ATKINS (WS) PLC	2004	11.379624	58.58	-80.96	-8.9	-10.46	0.16882	-5.41538
ATKINS (WS) PLC	2005	-7.953496	64.48	-76.36	-10.8	6.94	0.13662	4.58462
ATKINS (WS) PLC	2006	-25.742576	-58.52	21.14	30.7	7.74	0.01822	16.98462
ATKINS (WS) PLC	2007	69.095374	-61.92	232.24	-5.1	36.24	-0.22108	30.28462
ATRIA GROUP PLC	2003	-41.3627146	-26.406	-170.174	33.57	-15.514	0.01434	-6.968
ATRIA GROUP PLC	2004	-5.8057546	-42.916	-112.094	1.03	-6.514	0.05604	-5.988
ATRIA GROUP PLC	2005	6.9036754	-63.836	-43.514	-3.71	2.716	-0.03216	3.742
ATRIA GROUP PLC	2006	42.0312234	47.914	99.686	-38.6	5.766	-0.00056	5.132
ATRIA GROUP PLC	2007	-1.7664296	85.244	226.096	7.71	13.546	-0.03766	4.082
AUBAY	2003	2.0331328	-6.862	-18.622	-6.884	-3.472	-0.31346	-9.322
AUBAY	2004	1.1170828	-7.322	-20.862	-0.314	-2.172	-0.31346	-0.422
AUBAY	2005	0.6751648	-8.062	-12.562	1.016	-1.182	0.68654	-0.322
AUBAY	2006	-3.7459332	-0.152	1.348	3.116	0.478	0.01284	3.158
AUBAY	2007	-0.0794472	22.398	50.698	3.066	6.348	-0.07246	6.908
AUDI AG	2003	-891.922829	-133.542	-3046.69	488.56	-295.734	0.06962	-152.444
AUDI AG	2004	-238.092082	48.648	-2243.78	141.97	-491.374	-0.04918	-110.914
AUDI AG	2005	-59.517015	6.158	-1143.47	77.58	-367.274	-0.07508	-55.764
AUDI AG	2006	506.373381	23.098	941.27	-130.84	23.866	0.05782	-99.874
AUDI AG	2007	683.158545	55.638	5492.67	-577.27	1130.516	-0.00318	418.996
AUDIKA	2003	-2.87207	-7.472	-19.866	-0.166	-4.044	0.01014	-2.05
AUDIKA	2004	-2.639854	-3.872	-9.096	0.284	-1.154	0.01484	-0.91
AUDIKA	2005	0.060367	2.638	3.174	-1.176	0.706	0.02724	-0.02
AUDIKA	2006	1.346525	6.998	8.664	-0.176	1.156	-0.02856	0.66
AUDIKA	2007	4.105032	1.708	17.124	1.234	3.336	-0.02366	2.32
AUTOGRILL SPA	2003	-60.847454	213.812	-122.532	-52.02	-59.22	0.29562	-71.124
AUTOGRILL SPA	2004	-16.603701	-55.158	-298.102	-46.02	-22.46	-0.09848	-28.414
AUTOGRILL SPA	2005	26.578798	-199.248	-224.232	-36.12	-9.97	-0.01878	-25.884
AUTOGRILL SPA	2006	9.126768	101.882	121.058	62.18	26.41	-0.07388	51.506
AUTOGRILL SPA	2007	41.745589	-61.288	523.808	71.98	65.24	-0.10448	73.916
AVANZA AB	2003	-587.2463122	0	-141.434	-11.738	-84.876	-0.01252	-68.348
AVANZA AB	2004	-589.6523672	0	-118.574	-2.098	-57.806	0.01578	-45.478
AVANZA AB	2005	-922.3178912	0	-44.554	-1.838	-17.036	0.02448	-16.498
AVANZA AB	2006	513.8669878	0	40.126	4.782	30.384	0.01068	24.092
AVANZA AB	2007	1585.3495828	0	264.436	10.892	129.334	-0.03842	106.232
AVANZIT SA	2003	-5.0864032	117.532	2.58	-20.764	-17.736	-0.3558	-84.222
AVANZIT SA	2004	14.2435968	104.132	-23.88	-0.054	1.594	0.6442	52.018
AVANZIT SA	2005	11.7235968	-34.258	-24.51	1.316	-0.926	-0.1302	53.678
AVANZIT SA	2006	-24.2764032	-90.498	5.33	9.646	3.104	0.1524	-12.432
AVANZIT SA	2007	3.3956128	-96.908	40.48	9.856	13.964	-0.3106	-9.042
AVENIR TELECOM	2003	47.473386	41.396	-131.674	-30.634	-11.846	-0.13448	-42.8764816
AVENIR TELECOM	2004	-2.384072	-23.754	-114.884	4.806	0.774	-0.08088	7.4991204
AVENIR TELECOM	2005	2.832836	-30.104	32.506	8.766	3.454	-0.19828	16.4591204
AVENIR TELECOM	2006	-31.956054	5.246	135.826	8.466	-0.776	0.24372	7.4191204
AVENIR TELECOM	2007	-15.966096	7.216	78.226	8.596	8.394	0.16992	11.4991204
AVEVA GROUP PLC	2003	-9.2645552	-0.156	-22.49	1.592	-7.396	-0.0072	-3.068
AVEVA GROUP PLC	2004	-4.8694272	-0.456	-20.39	1.472	-6.786	0.0084	-2.548
AVEVA GROUP PLC	2005	-0.7990272	0.374	-0.96	-1.638	-2.416	0.1484	-2.898
AVEVA GROUP PLC	2006	1.8310528	0.504	7.43	-0.708	0.444	-0.0756	-0.608
AVEVA GROUP PLC	2007	13.1019568	-0.266	36.41	-0.718	16.154	-0.074	9.122
AVIS EUROPE PLC	2003	-135.7330548	-63.274	-245.954	165.85	22.47	-0.0458	55.84
AVIS EUROPE PLC	2004	-339.5512948	-191.894	-185.584	356	22.01	-0.2501	23.42
AVIS EUROPE PLC	2005	-152.0881368	-109.444	-195.154	154.45	3.74	-0.1024	15.78
AVIS EUROPE PLC	2006	331.7607132	146.156	283.046	-322.15	-43.36	0.1157	-40.72
AVIS EUROPE PLC	2007	295.6117732	218.456	343.646	-354.15	-4.86	0.2826	-54.32
AVIVA PLC	2003	-6479.13628	-3564.4	-6676.2	-76.2	-2700	-0.29402	-2210.4
AVIVA PLC	2004	-4951.53678	-2844.4	-2092.2	-71.2	282	0.07948	216.6
AVIVA PLC	2005	-4737.09948	-2569.4	419.8	-125.2	-161	0.07158	386.6
AVIVA PLC	2006	14260.57942	3925.6	2409.8	96.8	1390	0.15588	579.6
AVIVA PLC	2007	1907.19312	5052.6	5938.8	175.8	1189	-0.01292	1027.6
AVW INVEST AG	2003	-1.1450702	-4.47	-5.474	-0.026	-3.872	-0.12854	-2.83
AVW INVEST AG	2004	-2.4437132	-6.99	-2.714	0.064	-2.262	0.07746	-1.74
AVW INVEST AG	2005	3.5886738	4.23	-1.574	-0.146	-1.392	0.06596	-1.21
AVW INVEST AG	2006	-1.1907462	3.59	2.356	-0.066	1.458	-0.01584	1.2
AVW INVEST AG	2007	1.1908558	3.64	7.406	0.174	6.068	0.00096	4.58
AWD HOLDING AG	2003	1.064706	-0.02	-136.32	5.82	-34.08	-0.02198	-17.26
AWD HOLDING AG	2004	-12.732064	-0.02	-53.72	-3.18	2.92	0.03432	2.04
AWD HOLDING AG	2005	26.235606	-0.02	78.58	1.12	15.82	-0.02378	15.94
AWD HOLDING AG	2006	-35.832464	0.08	8.58	-3.48	-8.48	0.05752	-5.06
AWD HOLDING AG	2007	21.264216	-0.02	102.88	-0.28	23.82	-0.04608	4.34
AXA	2003	-12869.04932	-3148.4	-23801.2	-411.8	-1887.8	-0.04222	-1797.4
AXA	2004	2691.92808	252.6	9007.8	-2426.8	-62.8	0.09278	-1741.4
AXA	2005	-369.63522	252.6	7673.8	805.2	-977.8	0.02848	-227.4
AXA	2006	2585.63658	1788.6	36.8	886.2	791.2	-0.05432	1427.6
AXA	2007	7961.11988	854.6	7082.8	1147.2	2137.2	-0.02472	2338.6
AXEL SPRINGER AG	2003	-79.2561904	-114.704	300.47	-31.46	-65.39	0.0048	-105.294
AXEL SPRINGER AG	2004	-90.2326464	-11.444	-41.43	27.95	-94.31	-0.0589	-39.484
AXEL SPRINGER AG	2005	18.4854836	72.506	-74.14	26.1	52.89	0.134	-25.904
AXEL SPRINGER AG	2006	90.0764496	96.476	-84.66	1.34	83.82	0.0111	57.376
AXEL SPRINGER AG	2007	60.9269036	-42.834	-100.24	-23.93	22.99	-0.091	113.306
AXFOOD AB	2003	50.0594	844.6	1624.8	-108.6	-37.2	0.00958	-77.4
AXFOOD AB	2004	-192.5973	123.6	2125.8	46.4	-78.2	-0.01192	-18.4
AXFOOD AB	2005	-156.9749	-201.4	2335.8	-124.6	73.8	0.02328	-38.4
AXFOOD AB	2006	-59.9049	-408.4	-3404.2	124.4	-58.2	-0.00562	-15.4
AXFOOD AB	2007	359.4177	-358.4	-2682.2	62.4	99.8	-0.01532	149.6
AXIS-SHIELD PLC	2003	-1.7893464	-3.21	-6.75	-1.326	-1.256	-0.00848	-2.348992
AXIS-SHIELD PLC	2004	-5.7993464	-1.81	-3.39	0.264	-5.336	-0.00898	-7.120252
AXIS-SHIELD PLC	2005	1.3906536	0.57	-1.43	-0.056	0.194	-0.00898	-1.110252
AXIS-SHIELD PLC	2006	-1.9419104	1.96	4.45	2.434	3.274	0.03542	1.999748
AXIS-SHIELD PLC	2007	8.1399496	2.49	7.12	-1.316	3.124	-0.00898	8.579748
AXON GROUP PLC	2003	-0.7909222	-1.04	-33.468	-0.052	-5.024	0.09422	-3.026
AXON GROUP PLC	2004	-0.7129132	-1.24	-26.368	-0.082	-4.304	0.04312	-2.396
AXON GROUP PLC	2005	-2.5033032	-1.24	-16.308	-0.192	-1.854	-0.00988	-0.346
AXON GROUP PLC	2006	-6.0321542	-1.24	15.222	1.148	-0.634	-0.09818	0.364
AXON GROUP PLC	2007	10.0392928	4.76	60.922	-0.822	11.816	-0.02928	5.404
AXON SA HOLDING	2003	8.1314292	4.668	-47.038	-4.414	-5.474	-0.05138	2.9411864
AXON SA HOLDING	2004	8.1314292	4.668	-26.158	-4.414	-5.474	-0.05138	2.9411864
AXON SA HOLDING	2005	7.2568292	-66.322	-5.878	-4.414	-11.544	-0.29878	2.1925424
AXON SA HOLDING	2006	-1.2023428	18.858	20.732	4.576	0.476	0.20642	-4.5674576
AXON SA HOLDING	2007	-22.3173448	38.128	58.342	8.666	22.016	0.19512	-3.5074576
BAAN COMPANY NV	2003	0	0	0	0	0	0	0
BAAN COMPANY NV	2004	0	0	0	0	0	0	0
BAAN COMPANY NV	2005	0	0	0	0	0	0	0
BAAN COMPANY NV	2006	0	0	0	0	0	0	0
BAAN COMPANY NV	2007	0	0	0	0	0	0	0
BACCARAT	2003	-0.1353536	1.612	2.094	-2.148	-3.4	0.09344	-2.278
BACCARAT	2004	-11.3389176	9.202	-14.176	4.662	-5.34	0.42374	-3.288
BACCARAT	2005	4.4862274	0.282	-0.566	-0.538	0.02	-0.16676	0.402
BACCARAT	2006	4.4862274	0.282	-0.566	-0.538	0.02	-0.16676	0.402
BACCARAT	2007	2.5018164	-11.378	13.214	-1.438	8.7	-0.18366	4.762
BAE SYSTEMS PLC	2003	-270.04974	-105.8	-1706	22.6	-63.6	-0.25356	-46.8
BAE SYSTEMS PLC	2004	-680.28164	-560.8	-1395	-41.4	-193.6	0.68514	-209.8
BAE SYSTEMS PLC	2005	607.56026	-704.8	-687	-453.4	-192.6	-0.28056	-978.8
BAE SYSTEMS PLC	2006	515.57886	1350.2	1237	134.6	172.4	-0.11846	76.2
BAE SYSTEMS PLC	2007	-172.80774	21.2	2551	337.6	277.4	-0.03256	1159.2
BAKKAVOR HF	2003	-817.2182666	2781.392	6901.18	1330.818	1245.862	0.0482	499.3
BAKKAVOR HF	2004	1282.2378944	5803.412	6053.04	-174.222	959.782	0.0007	710.41
BAKKAVOR HF	2005	1012.0388724	9490.932	7839.31	-409.002	1308.222	0.0096	685.43
BAKKAVOR HF	2006	-744.4211456	-9041.738	-10644.89	-377.342	-1787.918	-0.0649	-965.37
BAKKAVOR HF	2007	-732.6373546	-9033.998	-10148.64	-370.252	-1725.948	0.0064	-929.77
BALDA AG	2003	-7.9229174	-1.936	-116.378	-5.644	-21.45	0.14294	-7.687688
BALDA AG	2004	15.2854866	-22.226	-41.848	-7.964	-1.09	0.12374	-0.747688
BALDA AG	2005	21.9648416	-41.626	62.942	-10.934	24.69	-0.04596	15.722312
BALDA AG	2006	-33.2440924	-19.766	82.442	27.536	17.3	-0.16426	21.112312
BALDA AG	2007	3.9166816	85.554	12.842	-2.994	-19.45	-0.05646	-28.399248
BANCA IFIS SPA	2003	23.9928964	-243.5	-12.218	0.276	-6.528	-0.00262	-2.882
BANCA IFIS SPA	2004	29.3314924	-116.78	-5.458	-3.094	-1.588	-0.10222	-2.032
BANCA IFIS SPA	2005	28.6384924	-39.47	3.512	-0.344	1.702	0.05068	0.768
BANCA IFIS SPA	2006	26.8201684	-39.47	-14.758	-1.934	-4.648	-0.01382	-2.622
BANCA IFIS SPA	2007	-108.7830496	439.22	28.922	5.096	11.062	0.06798	6.768
BANCO PASTOR	2003	-155.9594274	-3237.258	-186.772	22.544	-91.264	-0.25226	-17.362
BANCO PASTOR	2004	-152.0052534	-2343.198	-163.682	10.694	-65.724	0.02794	-39.322
BANCO PASTOR	2005	-117.5433714	-525.778	-272.992	-14.506	-18.224	0.09414	-21.912
BANCO PASTOR	2006	-53.5781554	3595.332	164.498	-36.336	56.276	0.03934	23.588
BANCO PASTOR	2007	479.0862076	2510.902	458.948	17.604	118.936	0.09084	55.008
BARCLAYS PLC	2003	5878.04712	-39651.2	-6372.2	-555.4	-1019.4	0.0177	-692
BARCLAYS PLC	2004	7322.63552	-30081.2	-5200.2	-418.4	-565.4	-0.0007	-98
BARCLAYS PLC	2005	-12721.32688	9101.8	-2593.2	19.6	-91.4	-0.0005	592
BARCLAYS PLC	2006	-16413.75688	-44831.2	3147.8	-260.4	986.6	-0.008	-463
BARCLAYS PLC	2007	15934.40112	105461.8	11017.8	1214.6	689.6	-0.0085	661
BARON DE LEY	2003	-9.0268948	9.68	-12.394	4.182	-5.75	-0.11672	-1.16
BARON DE LEY	2004	-5.3461918	-0.67	-0.554	1.972	0.25	0.00058	0.32
BARON DE LEY	2005	3.9271012	3.78	0.536	0.282	0.53	0.00708	0.54
BARON DE LEY	2006	-2.4785068	-2.96	3.706	-4.598	1.98	0.04548	-0.01
BARON DE LEY	2007	12.9244922	-9.83	8.706	-1.838	2.99	0.06358	0.31
BASF AG	2003	-2158.679572	-1140.42	-7478.08	329.96	-2016.32	-0.08092	-599.5
BASF AG	2004	50.814568	-1239.42	-6332.38	-107.44	-1691.42	0.07408	-1193.7
BASF AG	2005	-292.174392	-1479.22	-2156.98	-3.24	-115.62	0.02348	-220.9
BASF AG	2006	1083.200558	-841.52	3051.32	-57.74	1258.68	-0.01002	902.8
BASF AG	2007	1316.838838	4700.58	12916.12	-161.54	2564.68	-0.00662	1111.3
BASTOGI SPA	2003	24.736976	-21.028	18.798	1.55	9.706	-0.08586	3.9364704
BASTOGI SPA	2004	4.858308	-33.138	-11.802	-9.29	7.706	0.41274	0.8464704
BASTOGI SPA	2005	-6.898428	-28.848	-15.272	-10.13	-2.914	-0.29766	-3.2735296
BASTOGI SPA	2006	-9.288428	11.252	-10.792	0.26	-5.774	0.26844	-2.7458816
BASTOGI SPA	2007	-13.408428	71.762	19.068	17.61	-8.724	-0.29766	1.2364704
BAYER AG	2003	-1313.18656	-1443.6	2854	-285.6	-587	7.32818	158.2
BAYER AG	2004	304.33974	-2172.6	-3926	-651.6	-604	-2.05642	-1335.8
BAYER AG	2005	-334.00986	-1897.6	-3059	-156.6	-3	-1.67972	-298.8
BAYER AG	2006	797.65004	-2667.6	1279	342.4	539	-1.76492	695.2
BAYER AG	2007	545.20664	8181.4	2852	751.4	655	-1.82712	781.2
BAYWA AG	2003	-7.0982644	-57.104	-887.904	-20.652	-2.726	0.13332	3.22
BAYWA AG	2004	103.2317976	-81.174	-346.214	-15.432	-16.386	-0.12848	-7.28
BAYWA AG	2005	-71.4374724	-15.104	-128.034	-8.142	-9.936	-0.00348	-4.59
BAYWA AG	2006	5.1262576	7.726	299.726	17.008	14.944	-0.05048	-2.39
BAYWA AG	2007	-29.8223184	145.656	1062.426	27.218	14.104	0.04912	11.04
BEATE UHSE AG	2003	8.453189	-17.3	-24.248	-6.148	3.07	0.06372	-1.708
BEATE UHSE AG	2004	10.849131	-5.95	-3.138	-9.018	5.79	0.11272	0.642
BEATE UHSE AG	2005	0.575858	-2.91	9.122	-8.268	-0.22	0.05102	-0.588
BEATE UHSE AG	2006	1.084756	-0.53	16.062	-1.948	2.05	-0.04688	2.732
BEATE UHSE AG	2007	-20.962934	26.69	2.202	25.382	-10.69	-0.18058	-1.078
BECHTLE AG	2003	-20.7691604	-4.452	-254.322	11.688	-17.658	0.04238	-11.966
BECHTLE AG	2004	4.6302476	-7.402	-214.122	-2.892	-9.818	-0.00732	-5.606
BECHTLE AG	2005	8.9365296	10.028	82.098	-1.902	4.302	-0.00272	5.584
BECHTLE AG	2006	4.8756256	4.568	172.238	-3.332	7.622	-0.03682	5.274
BECHTLE AG	2007	2.3267576	-2.742	214.108	-3.562	15.552	0.00448	6.714
BEGHELLI SPA	2003	12.880106	17.832	-9.374	-7.742	-0.038	-0.27598	-8.718
BEGHELLI SPA	2004	-2.298546	-3.418	-9.234	-3.142	3.092	0.72402	-0.448
BEGHELLI SPA	2005	3.061048	-12.878	0.656	1.068	1.822	0.10392	1.982
BEGHELLI SPA	2006	-10.162714	0.062	11.756	9.688	1.352	-0.27598	3.192
BEGHELLI SPA	2007	-3.479894	-1.598	6.196	0.128	-6.228	-0.27598	3.992
BEIERSDORF AG	2003	0.05168	-18	-4	86	-14.8	0.04028	-90.2
BEIERSDORF AG	2004	-109.66482	-18	-200	10	-6.8	0.04378	-79.2
BEIERSDORF AG	2005	-35.88902	91	-200	-3	-6.8	0.03318	-77.2
BEIERSDORF AG	2006	9.25698	-11	30	-29	30.2	0.02078	-44.2
BEIERSDORF AG	2007	136.24518	-44	374	-64	-1.8	-0.13802	290.8
BEKAERT NV	2003	96.1224258	-22.198	-88.026	-86.196	-35.33	0.01884	-98.40786
BEKAERT NV	2004	16.3947928	-17.618	-154.506	-28.286	-14.03	-0.04776	-36.445535
BEKAERT NV	2005	-82.8500622	37.392	221.674	44.414	44.39	0.00644	45.944465
BEKAERT NV	2006	-27.0676012	27.232	-37.236	30.174	-11.33	0.04144	68.224465
BEKAERT NV	2007	-2.5995552	-24.808	58.094	39.894	16.3	-0.01896	20.684465
BELLWAY PLC	2003	-13.958102	-14.088	-209.608	-0.78	-48.536	0.0027	-14.828
BELLWAY PLC	2004	-16.943138	12.442	-71.238	1.08	-8.066	0.0034	25.692
BELLWAY PLC	2005	-89.345592	54.692	14.252	0.6	7.794	0.003	41.862
BELLWAY PLC	2006	35.291822	-7.288	76.382	0.39	17.554	-0.0024	-31.848
BELLWAY PLC	2007	84.95501	-45.758	190.212	-1.29	31.254	-0.0067	-20.878
BELVEDERE SA	2003	10.9472608	-130.98	-250.966	-9.868	-17.034	-0.27204	3.198
BELVEDERE SA	2004	3.3381708	-121.65	-120.346	-2.178	-9.614	-0.31604	1.688
BELVEDERE SA	2005	-1.3858612	-64.03	-10.406	-7.058	-0.064	-0.12194	-3.662
BELVEDERE SA	2006	-9.0583692	-38.53	32.374	-11.808	-5.424	0.68396	-6.662
BELVEDERE SA	2007	-3.8412012	355.19	349.344	30.912	32.136	0.02606	5.438
BENETEAU	2003	-18.140327	-2.196	-161.24	2.214	-1.374	0.02022	-1.776
BENETEAU	2004	3.730053	-0.996	-82.84	-4.236	-11.534	-0.02028	-4.646
BENETEAU	2005	14.74068	-3.786	0.86	-6.576	-4.814	0.00412	-3.356
BENETEAU	2006	-26.394517	4.174	27.86	19.324	-4.884	-0.00038	1.054
BENETEAU	2007	26.064111	2.804	215.36	-10.726	22.606	-0.00368	8.724
BENI STABILI SPA	2003	-47.386228	-351.762	-86.002	-7.954	22.058	0.21282	-48.284
BENI STABILI SPA	2004	-95.055046	-266.312	-163.362	-131.284	-57.772	-0.21088	-93.044
BENI STABILI SPA	2005	-319.487542	-2.342	-104.322	179.456	-4.142	0.09202	-92.494
BENI STABILI SPA	2006	394.306708	-35.012	49.028	87.966	62.358	-0.25098	181.896
BENI STABILI SPA	2007	67.622108	655.428	304.658	-128.184	-22.502	0.15702	51.926
BERTRANDT AG	2003	8.3505616	12.138	-22.552	-3.01	-2.724	0.05088	-3.836
BERTRANDT AG	2004	4.4878366	5.728	-27.042	-0.88	-4.674	-0.11372	-3.476
BERTRANDT AG	2005	4.4878366	5.728	-27.042	-0.88	-4.674	-0.11372	-3.476
BERTRANDT AG	2006	-5.7400314	-0.912	-21.402	-1.24	-8.934	0.43378	-5.676
BERTRANDT AG	2007	-11.5862034	-22.682	98.038	6.01	21.006	-0.25722	16.464
BERU AG	2003	-10.1381548	-3.016	-54.532	1.258	-11.22	-0.06076	6.822
BERU AG	2004	-17.3317738	3.314	-3.182	1.748	1.12	-0.03666	2.692
BERU AG	2005	1.5167972	1.864	28.148	3.378	-1.4	0.12224	-9.668
BERU AG	2006	1.5167972	1.864	-51.832	3.378	-1.4	0.12224	-9.668
BERU AG	2007	24.4363342	-4.026	81.398	-9.762	12.9	-0.14706	9.822
BG GROUP PLC	2003	-359.30146	-50	-1995.4	-123.8	-1008.8	0.04488	-552.2
BG GROUP PLC	2004	162.69404	-286	-1018.4	-381.8	-635.8	-0.02342	-228.2
BG GROUP PLC	2005	-734.84286	19	-523.4	486.2	-339.8	-0.01612	43.8
BG GROUP PLC	2006	320.22274	-25	1006.6	-4.8	493.2	-0.03752	242.8
BG GROUP PLC	2007	611.22754	342	2530.6	24.2	1491.2	0.03218	493.8
BHP BILLITON PLC	2003	-2523.98016	-1615.2	-12338.6	-1454	-5028.4	0.07152	-4917.6
BHP BILLITON PLC	2004	-869.85256	-2352.2	-5059.6	-1433	-3009.4	-0.03208	-3117.6
BHP BILLITON PLC	2005	1297.81024	2186.8	1640.4	-846	530.6	-0.02118	258.4
BHP BILLITON PLC	2006	55.56044	76.8	4206.4	2514	1173.6	-0.00628	2405.4
BHP BILLITON PLC	2007	2040.46204	1703.8	11551.4	1219	6333.6	-0.01198	5371.4
BHW HOLDING AG	2003	5133.6601426	26186.054	2113.772	-957.736	470.252	-0.3274	-490.46536
BHW HOLDING AG	2004	998.4581426	25953.044	1704.182	420.084	-145.628	-0.229	254.11464
BHW HOLDING AG	2005	-4969.8547624	25315.644	1522.892	378.584	-146.738	-0.1247	196.15464
BHW HOLDING AG	2006	-1797.4936654	-38859.286	-2600.238	45.984	86.312	0.6726	103.77464
BHW HOLDING AG	2007	635.2301426	-38595.456	-2740.608	113.084	-264.198	0.0085	-63.57856
BIC	2003	20.8053286	6.874	78.214	-17.45	28	0.01722	-5.782
BIC	2004	-6.1686484	-3.336	-53.266	-14.24	-18.99	0.01752	-22.472
BIC	2005	5.4140546	-14.176	-26.986	-13.4	-15.71	0.01462	-33.552
BIC	2006	-104.4394104	-10.816	-32.656	35.9	-8.71	-0.02148	24.058
BIC	2007	84.3886756	21.454	34.694	9.19	15.41	-0.02788	37.748
BIESSE SPA	2003	8.1026318	42.336	25.318	9.91	-10.074	-0.29392	-7.287892
BIESSE SPA	2004	-41.8577182	53.686	-38.772	-2.48	-24.034	-0.23682	-20.348432
BIESSE SPA	2005	21.1090938	-13.244	-32.902	-2.13	-6.294	0.41828	-3.597892
BIESSE SPA	2006	5.7215458	-24.824	-4.962	-3.78	8.086	0.03728	7.462108
BIESSE SPA	2007	6.9244468	-57.954	51.318	-1.52	32.316	0.07518	23.772108
BILIA AB-A SHS	2003	-26.02668	1535	3603.6	192.6	170.2	0.07964	10.8
BILIA AB-A SHS	2004	16.56182	-369	985.6	143.6	77.2	-0.00596	42.8
BILIA AB-A SHS	2005	-255.43658	-605	-2286.4	12.6	-74.8	-0.01916	25.8
BILIA AB-A SHS	2006	99.64462	91	-2131.4	-171.4	1.2	-0.02626	8.8
BILIA AB-A SHS	2007	165.25682	-652	-171.4	-177.4	-173.8	-0.02826	-88.2
BIOQUELL PLC	2003	-1.021001	-0.42	-4.312	-0.254	-1.186	-0.0191	-0.8945588
BIOQUELL PLC	2004	-1.361001	-0.25	-3.982	0.226	-1.086	-0.0297	-0.7981698
BIOQUELL PLC	2005	-1.361001	-0.25	-1.062	0.226	-1.086	-0.0297	-0.7981698
BIOQUELL PLC	2006	1.358999	0.87	0.668	-0.144	1.084	0.2159	0.5943122
BIOQUELL PLC	2007	2.384004	0.05	8.688	-0.054	2.274	-0.1374	1.8965862
BIOTAGE AB	2003	-84.93275	-53.252	-219.976	19.568	-92.856	-0.10698	-70.114
